
"Protocol ID","PI Full Name","Building Name","Room Number","Agent List","Highest Biosafety Level"
"IBC1456(1)","Bendelac, Albert","Gordon Center for Integrative Science (GCIS)","W503S","No Data, Erysipelothrix spp., Other, Dorea spp, Other, E. coli K12 or similar, Other, Other, Ruminococcus spp, Stenotrophomonas maltophilia, Coprococcus spp, Other, Clostridium scindens, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Murine Retrovirus - Ecotropic, No Data, No Data","BSL2BSL3"
"IBC1459(1)","Kratsios, Paschalis","Abbott Memorial Hall (AB)","402, 406","E. coli K12 or similar, No Data, No Data, No Data","BSL1"
"IBC1460(1)","Catenacci, Daniel","","","Listeria monocytogenes, No Data","BSL2"
"IBC1461(1)","Sheffield, Mark","","","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1462(1)","Becker, Lev","Gordon Center for Integrative Science (GCIS)","W403","No Data, No Data, No Data","BSL2"
"IBC1465(1)","Khalyfa, Abdelnaby","Knapp Center for Biomedical Discovery (KCBD)","4111C","No Data, No Data, No Data, No Data","BSL2"
"IBC1467(1)","Kasthuri, Narayanan","Abbott Memorial Hall (AB)","AB401","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, Adeno-associated virus (AAV), Adeno-associated virus (AAV)","BSL2"
"IBC1468(1)","Alegre, Maria-Luisa","Jules F. Knapp Medical Research Center (JFK)","R302","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, Murine Retrovirus - Ecotropic, No Data, No Data, No Data","BSL2"
"IBC1469(1)","Basu, Anindita","","","No Data, Candida albicans","BSL2"
"IBC1471(1)","Esser-Kahn, Aaron","Hicks McElwee Hospital (HICKS)","TBD","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data","BSL2BSL3"
"IBC1472(1)","Li, Zejuan","","","No Data, E. coli K12 or similar, No Data, No Data, Mouse Stem Cell Virus (MSCV) - Ecotropic, No Data","BSL2"
"IBC1473(1)","Riedell, Peter","","","No Data, No Data, No Data","BSL2"
"IBC1476(1)","Chang, Eugene","Knapp Center for Biomedical Discovery (KCBD)","9235","E. coli-enterotoxigenic, Listeria monocytogenes, Staphylococcus aureus, Other, Other, Candida spp","BSL2"
"IBC1477(1)","Chevrier, Nicolas","","","No Data, Vesicular Stomatitis Virus (Indiana Strain), Vaccinia virus Poxviridae/ Orthopoxvirus, Sendai virus (murine parainfluenza virus type 1) Paramyxoviruses/ Parainfluenza viruses, Candida albicans, Vaccinia virus Poxviridae/ Orthopoxvirus, Staphylococcus aureus, Herpes simplex viruses Herpesviridae/ Alpha-herpesviridae, Newcastle Disease Virus (Vaccine strain), E. coli K12 or similar, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, Lentiviral vector Lentivirinae, No Data, No Data, No Data","BSL2BSL3"
"IBC1478(1)","Carrillo, Robert","Cummings Life Sciences Center (CLSC)","915","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1479(1)","Mcleod, Rima","","","No Data, Toxoplasma gondii, E. coli K12 or similar, No Data, No Data","BSL2"
"IBC1482(1)","Riedell, Peter","","","No Data, No Data, No Data","BSL2"
"IBC1483(1)","Chang, Eugene","Knapp Center for Biomedical Discovery (KCBD)","9233","No Data, Feces, Human","BSL2"
"IBC1489(1)","Sanders, Timothy","Surgery Brain Research Institute (SBRI)","J401, J402, J404","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1490(1)","Bishop, Michael","","","No Data, No Data, No Data","BSL2"
"IBC1491(1)","Gajewski, Thomas","","","Feces, Human","BSL2"
"IBC1492(1)","Riedell, Peter","","","No Data, No Data, No Data","BSL2"
"IBC1493(1)","Liauw, Stanley","","","No Data, Adenovirus- replication deficient","BSL2"
"IBC1494(1)","Dickinson, Bryan","Gordon Center for Integrative Science (GCIS)","E303","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, No Data, No Data","BSL2BSL3"
"IBC1494(1)","Dickinson, Bryan","Searle Chemistry Laboratory (SCL)","303, 305, 322","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, No Data, No Data","BSL2BSL3"
"IBC1495(1)","Curran, Emily","Knapp Center for Biomedical Discovery (KCBD)","6230A, 6230C, 6235","No Data, E. coli K12 or similar, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, No Data","BSL2"
"IBC1496(1)","Jakubowiak, Andrzej","","","No Data, No Data, No Data","BSL2"
"IBC1497(1)","Skondra, Dimitra","Cummings Life Sciences Center (CLSC)","601","No Data, Staphylococcus aureus","BSL2"
"IBC1499(1)","Hogarth, Douglas","","","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1500(1)","Pearson, Alexander T","","","No Data, No Data, No Data","BSL2"
"IBC1502(1)","Zhang, Xiaochang","Cummings Life Sciences Center (CLSC)","515","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1503(1)","Becker, Lev","Gordon Center for Integrative Science (GCIS)","W403P","No Data, E. coli K12 or similar, No Data, No Data, Adenovirus- replication deficient, No Data, No Data","BSL2"
"IBC1509(1)","Garcia, Alfredo","","","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1510(1)","Mc Gehee, Daniel","Albert Merrit Billings Hospital (AMB)","O-300","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1514(1)","Piccirilli, Joseph","Gordon Center for Integrative Science (GCIS)","W402, W403","E. coli K12 or similar, Bacteriophage, No Data, No Data","BSL1"
"IBC1515(1)","Kress, John","Albert Merrit Billings Hospital (AMB)","M631","E. coli K12 or similar, No Data, No Data, No Data","BSL1"
"IBC1516(1)","Kaufman, Matthew","","","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1517(1)","Weichselbaum, Ralph","Center for Care and Discovery (CCD)","6220","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data, No Data","BSL2BSL3"
"IBC1519(1)","Hansel, Christian","Abbott Memorial Hall (AB)","332","No Data, No Data, Adeno-associated virus (AAV), Adeno-associated virus (AAV)","BSL2"
"IBC1519(1)","Hansel, Christian","Surgery Brain Research Institute (SBRI)","J241","No Data, No Data, Adeno-associated virus (AAV), Adeno-associated virus (AAV)","BSL2"
"IBC1521(1)","Huang, Jun","No Data","ERC 318/322","No Data, Cytomegalovirus, Mouse, No Data","BSL1"
"IBC1522(1)","Huang, Jun","William Eckhardt Research Center (ERC)","318","No Data, No Data, Mouse Stem Cell Virus (MSCV) - Amphotropic/Pantropic, Mouse Stem Cell Virus (MSCV) - Ecotropic, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1523(1)","Riedell, Peter","","","No Data, No Data, No Data","BSL2"
"IBC1524(1)","Esterhazy, Daria","","","Salmonella typhimurium, Other, Yersinia enterocolitica, Salmonella typhimurium, Other, Other, Other, Listeria monocytogenes, Citrobacter rodentium, Salmonella typhimurium, Yersinia pseudotuberculosis (EU2), No Data","BSL2"
"IBC1525(1)","Schneewind, Olaf","","","No Data, Rickettsia conorii, Rickettsia ambylommii, Rickettsia rickettsii, Proteus mirabilis (EU2), Rickettsia typhi (mooseri), Rickettsia prowazekii, Proteus vulgaris (EU2), E. coli K12 or similar, Rickettsia felis, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL3"
"IBC1528(1)","Riedell, Peter","","","No Data, No Data, No Data","BSL2"

